FullGeoName,YEAR,STATE_NAME,STATE_ABBREV,COUNTY_NAME,STATE_COUNTY_FIP_U,opioid_dispensing_rate
"MS, Humphreys",2020,Mississippi,MS,Humphreys County,28053,17.9
"MS, Issaquena",2020,Mississippi,MS,Issaquena County,28055,Data unavailable
"MS, Itawamba",2020,Mississippi,MS,Itawamba County,28057,25.9
"MS, Jackson",2020,Mississippi,MS,Jackson County,28059,66.8
"MS, Jasper",2020,Mississippi,MS,Jasper County,28061,3.3
"MS, Jefferson",2020,Mississippi,MS,Jefferson County,28063,2.6
"MS, Jefferson Davis",2020,Mississippi,MS,Jefferson Davis County,28065,22.9
"MS, Jones",2020,Mississippi,MS,Jones County,28067,105.5
"MS, Kemper",2020,Mississippi,MS,Kemper County,28069,3.8
"MS, Lafayette",2020,Mississippi,MS,Lafayette County,28071,70.5
"MS, Lamar",2020,Mississippi,MS,Lamar County,28073,13.7
"MS, Lauderdale",2020,Mississippi,MS,Lauderdale County,28075,160.4
"MS, Lawrence",2020,Mississippi,MS,Lawrence County,28077,46.1
"MS, Leake",2020,Mississippi,MS,Leake County,28079,49.4
"MS, Lee",2020,Mississippi,MS,Lee County,28081,120.1
"MS, Leflore",2020,Mississippi,MS,Leflore County,28083,107
"MS, Lincoln",2020,Mississippi,MS,Lincoln County,28085,77.3
"MS, Lowndes",2020,Mississippi,MS,Lowndes County,28087,55.7
"MS, Madison",2020,Mississippi,MS,Madison County,28089,48.2
"MS, Marion",2020,Mississippi,MS,Marion County,28091,57.1
"MS, Marshall",2020,Mississippi,MS,Marshall County,28093,24.5
"MS, Monroe",2020,Mississippi,MS,Monroe County,28095,40.4
"MS, Montgomery",2020,Mississippi,MS,Montgomery County,28097,18.4
"MS, Neshoba",2020,Mississippi,MS,Neshoba County,28099,24.3
"MS, Newton",2020,Mississippi,MS,Newton County,28101,15
"MS, Noxubee",2020,Mississippi,MS,Noxubee County,28103,14.1
"MS, Oktibbeha",2020,Mississippi,MS,Oktibbeha County,28105,67.2
"MS, Panola",2020,Mississippi,MS,Panola County,28107,23.6
"MS, Pearl River",2020,Mississippi,MS,Pearl River County,28109,32.7
"MS, Perry",2020,Mississippi,MS,Perry County,28111,37.1
"MS, Pike",2020,Mississippi,MS,Pike County,28113,52.3
"MS, Pontotoc",2020,Mississippi,MS,Pontotoc County,28115,27.9
"MS, Prentiss",2020,Mississippi,MS,Prentiss County,28117,38.9
"MS, Quitman",2020,Mississippi,MS,Quitman County,28119,9.4
"MS, Rankin",2020,Mississippi,MS,Rankin County,28121,62.8
"MS, Scott",2020,Mississippi,MS,Scott County,28123,23.8
"MS, Sharkey",2020,Mississippi,MS,Sharkey County,28125,6.3
"MS, Simpson",2020,Mississippi,MS,Simpson County,28127,30.5
"MS, Smith",2020,Mississippi,MS,Smith County,28129,4.5
"MS, Stone",2020,Mississippi,MS,Stone County,28131,60.3
"MS, Sunflower",2020,Mississippi,MS,Sunflower County,28133,27.5
"MS, Tallahatchie",2020,Mississippi,MS,Tallahatchie County,28135,20.5
"MS, Tate",2020,Mississippi,MS,Tate County,28137,39.8
"MS, Tippah",2020,Mississippi,MS,Tippah County,28139,19.4
"MS, Tishomingo",2020,Mississippi,MS,Tishomingo County,28141,57.6
"MS, Tunica",2020,Mississippi,MS,Tunica County,28143,9.5
"MS, Union",2020,Mississippi,MS,Union County,28145,73
"MS, Walthall",2020,Mississippi,MS,Walthall County,28147,21
"MS, Warren",2020,Mississippi,MS,Warren County,28149,79.7
"MS, Washington",2020,Mississippi,MS,Washington County,28151,66.2
"MS, Wayne",2020,Mississippi,MS,Wayne County,28153,34
"MS, Webster",2020,Mississippi,MS,Webster County,28155,102.6
"MS, Wilkinson",2020,Mississippi,MS,Wilkinson County,28157,38.3
"MS, Winston",2020,Mississippi,MS,Winston County,28159,29.1
"MS, Yalobusha",2020,Mississippi,MS,Yalobusha County,28161,10.2
"MS, Yazoo",2020,Mississippi,MS,Yazoo County,28163,10.6
"MT, Beaverhead",2020,Montana,MT,Beaverhead County,30001,34.4
"MT, Big Horn",2020,Montana,MT,Big Horn County,30003,9
"MT, Blaine",2020,Montana,MT,Blaine County,30005,11.2
"MT, Broadwater",2020,Montana,MT,Broadwater County,30007,12.3
"MT, Carbon",2020,Montana,MT,Carbon County,30009,13.5
"MT, Carter",2020,Montana,MT,Carter County,30011,0.2
"MT, Cascade",2020,Montana,MT,Cascade County,30013,55.4
"MT, Chouteau",2020,Montana,MT,Chouteau County,30015,14.9
"MT, Custer",2020,Montana,MT,Custer County,30017,74
"MT, Daniels",2020,Montana,MT,Daniels County,30019,0.3
"MT, Dawson",2020,Montana,MT,Dawson County,30021,28.2
"MT, Deer Lodge",2020,Montana,MT,Deer Lodge County,30023,51.5
"MT, Fallon",2020,Montana,MT,Fallon County,30025,5
"MT, Fergus",2020,Montana,MT,Fergus County,30027,31.6
"MT, Flathead",2020,Montana,MT,Flathead County,30029,66.8
"MT, Gallatin",2020,Montana,MT,Gallatin County,30031,28.5
"MT, Garfield",2020,Montana,MT,Garfield County,30033,10.4
"MT, Glacier",2020,Montana,MT,Glacier County,30035,17.1
"MT, Golden Valley",2020,Montana,MT,Golden Valley County,30037,Data unavailable
"MT, Granite",2020,Montana,MT,Granite County,30039,18.5
"MT, Hill",2020,Montana,MT,Hill County,30041,30.5
"MT, Jefferson",2020,Montana,MT,Jefferson County,30043,15.6
"MT, Judith Basin",2020,Montana,MT,Judith Basin County,30045,1.2
"MT, Lake",2020,Montana,MT,Lake County,30047,39.2
"MT, Lewis And Clark",2020,Montana,MT,Lewis and Clark County,30049,44.1
"MT, Liberty",2020,Montana,MT,Liberty County,30051,12.3
"MT, Lincoln",2020,Montana,MT,Lincoln County,30053,57.9
"MT, Madison",2020,Montana,MT,Madison County,30057,9.7
"MT, Mccone",2020,Montana,MT,McCone County,30055,22.2
"MT, Meagher",2020,Montana,MT,Meagher County,30059,32.8
"MT, Mineral",2020,Montana,MT,Mineral County,30061,24.8
"MT, Missoula",2020,Montana,MT,Missoula County,30063,61.2
"MT, Musselshell",2020,Montana,MT,Musselshell County,30065,25.5
"MT, Park",2020,Montana,MT,Park County,30067,27.2
"MT, Petroleum",2020,Montana,MT,Petroleum County,30069,Data unavailable
"MT, Phillips",2020,Montana,MT,Phillips County,30071,38.8
"MT, Pondera",2020,Montana,MT,Pondera County,30073,43
"MT, Powder River",2020,Montana,MT,Powder River County,30075,1.4
"MT, Powell",2020,Montana,MT,Powell County,30077,54.7
"MT, Prairie",2020,Montana,MT,Prairie County,30079,18.2
"MT, Ravalli",2020,Montana,MT,Ravalli County,30081,31.5
"MT, Richland",2020,Montana,MT,Richland County,30083,17
"MT, Roosevelt",2020,Montana,MT,Roosevelt County,30085,26.3
"MT, Rosebud",2020,Montana,MT,Rosebud County,30087,14.8
"MT, Sanders",2020,Montana,MT,Sanders County,30089,43.2
"MT, Sheridan",2020,Montana,MT,Sheridan County,30091,1.7
"MT, Silver Bow",2020,Montana,MT,Silver Bow County,30093,51.4
"MT, Stillwater",2020,Montana,MT,Stillwater County,30095,27
"MT, Sweet Grass",2020,Montana,MT,Sweet Grass County,30097,13.2
"MT, Teton",2020,Montana,MT,Teton County,30099,14.6
"MT, Toole",2020,Montana,MT,Toole County,30101,104.6
"MT, Treasure",2020,Montana,MT,Treasure County,30103,Data unavailable
"MT, Valley",2020,Montana,MT,Valley County,30105,18.2
"MT, Wheatland",2020,Montana,MT,Wheatland County,30107,3.8
"MT, Wibaux",2020,Montana,MT,Wibaux County,30109,Data unavailable
"MT, Yellowstone",2020,Montana,MT,Yellowstone County,30111,67.2
"NC, Alamance",2020,North Carolina,NC,Alamance County,37001,31.4
"NC, Alexander",2020,North Carolina,NC,Alexander County,37003,7.3
"NC, Alleghany",2020,North Carolina,NC,Alleghany County,37005,42.5
"NC, Anson",2020,North Carolina,NC,Anson County,37007,6.8
"NC, Ashe",2020,North Carolina,NC,Ashe County,37009,46.3
"NC, Avery",2020,North Carolina,NC,Avery County,37011,31.9
"NC, Beaufort",2020,North Carolina,NC,Beaufort County,37013,49.1
"NC, Bertie",2020,North Carolina,NC,Bertie County,37015,62.4
"NC, Bladen",2020,North Carolina,NC,Bladen County,37017,34.6
"NC, Brunswick",2020,North Carolina,NC,Brunswick County,37019,42.6
"NC, Buncombe",2020,North Carolina,NC,Buncombe County,37021,72.1
"NC, Burke",2020,North Carolina,NC,Burke County,37023,63.4
"NC, Cabarrus",2020,North Carolina,NC,Cabarrus County,37025,47.5
"NC, Caldwell",2020,North Carolina,NC,Caldwell County,37027,53.3
"NC, Camden",2020,North Carolina,NC,Camden County,37029,0
"NC, Carteret",2020,North Carolina,NC,Carteret County,37031,64.8
"NC, Caswell",2020,North Carolina,NC,Caswell County,37033,3.5
"NC, Catawba",2020,North Carolina,NC,Catawba County,37035,104.6
"NC, Chatham",2020,North Carolina,NC,Chatham County,37037,12.6
"NC, Cherokee",2020,North Carolina,NC,Cherokee County,37039,74.8
"NC, Chowan",2020,North Carolina,NC,Chowan County,37041,43.1
"NC, Clay",2020,North Carolina,NC,Clay County,37043,33.6
"NC, Cleveland",2020,North Carolina,NC,Cleveland County,37045,111.4
"NC, Columbus",2020,North Carolina,NC,Columbus County,37047,80.3
"NC, Craven",2020,North Carolina,NC,Craven County,37049,76.6
"NC, Cumberland",2020,North Carolina,NC,Cumberland County,37051,64.9
"NC, Currituck",2020,North Carolina,NC,Currituck County,37053,11.9
"NC, Dare",2020,North Carolina,NC,Dare County,37055,70.1
"NC, Davidson",2020,North Carolina,NC,Davidson County,37057,25
"NC, Davie",2020,North Carolina,NC,Davie County,37059,30.7
"NC, Duplin",2020,North Carolina,NC,Duplin County,37061,30.6
"NC, Durham",2020,North Carolina,NC,Durham County,37063,68.9
"NC, Edgecombe",2020,North Carolina,NC,Edgecombe County,37065,27.1
"NC, Forsyth",2020,North Carolina,NC,Forsyth County,37067,96.3
"NC, Franklin",2020,North Carolina,NC,Franklin County,37069,13.3
"NC, Gaston",2020,North Carolina,NC,Gaston County,37071,65.4
"NC, Gates",2020,North Carolina,NC,Gates County,37073,3
"NC, Graham",2020,North Carolina,NC,Graham County,37075,7.9
"NC, Granville",2020,North Carolina,NC,Granville County,37077,23.9
"NC, Greene",2020,North Carolina,NC,Greene County,37079,23.1
"NC, Guilford",2020,North Carolina,NC,Guilford County,37081,56.3
"NC, Halifax",2020,North Carolina,NC,Halifax County,37083,51.2
"NC, Harnett",2020,North Carolina,NC,Harnett County,37085,49.1
"NC, Haywood",2020,North Carolina,NC,Haywood County,37087,62.3
"NC, Henderson",2020,North Carolina,NC,Henderson County,37089,37.2
"NC, Hertford",2020,North Carolina,NC,Hertford County,37091,64.7
"NC, Hoke",2020,North Carolina,NC,Hoke County,37093,15.8
"NC, Hyde",2020,North Carolina,NC,Hyde County,37095,2.9
"NC, Iredell",2020,North Carolina,NC,Iredell County,37097,74.1
"NC, Jackson",2020,North Carolina,NC,Jackson County,37099,39.4
"NC, Johnston",2020,North Carolina,NC,Johnston County,37101,35.4
"NC, Jones",2020,North Carolina,NC,Jones County,37103,8.2
"NC, Lee",2020,North Carolina,NC,Lee County,37105,55.3
"NC, Lenoir",2020,North Carolina,NC,Lenoir County,37107,43.4
"NC, Lincoln",2020,North Carolina,NC,Lincoln County,37109,34.5
"NC, Macon",2020,North Carolina,NC,Macon County,37113,21.9
"NC, Madison",2020,North Carolina,NC,Madison County,37115,11.4
"NC, Martin",2020,North Carolina,NC,Martin County,37117,24.2
"NC, Mcdowell",2020,North Carolina,NC,McDowell County,37111,43.8
"NC, Mecklenburg",2020,North Carolina,NC,Mecklenburg County,37119,52
"NC, Mitchell",2020,North Carolina,NC,Mitchell County,37121,76.3
"NC, Montgomery",2020,North Carolina,NC,Montgomery County,37123,29.9
"NC, Moore",2020,North Carolina,NC,Moore County,37125,129.4
"NC, Nash",2020,North Carolina,NC,Nash County,37127,79.2
"NC, New Hanover",2020,North Carolina,NC,New Hanover County,37129,84.5
"NC, Northampton",2020,North Carolina,NC,Northampton County,37131,9.6
"NC, Onslow",2020,North Carolina,NC,Onslow County,37133,46.3
"NC, Orange",2020,North Carolina,NC,Orange County,37135,95.1
"NC, Pamlico",2020,North Carolina,NC,Pamlico County,37137,4
"NC, Pasquotank",2020,North Carolina,NC,Pasquotank County,37139,56
"NC, Pender",2020,North Carolina,NC,Pender County,37141,21
"NC, Perquimans",2020,North Carolina,NC,Perquimans County,37143,16.5
"NC, Person",2020,North Carolina,NC,Person County,37145,19.9
"NC, Pitt",2020,North Carolina,NC,Pitt County,37147,110.7
"NC, Polk",2020,North Carolina,NC,Polk County,37149,29.4
"NC, Randolph",2020,North Carolina,NC,Randolph County,37151,31.1
"NC, Richmond",2020,North Carolina,NC,Richmond County,37153,87.9
"NC, Robeson",2020,North Carolina,NC,Robeson County,37155,65
"NC, Rockingham",2020,North Carolina,NC,Rockingham County,37157,51.5
"NC, Rowan",2020,North Carolina,NC,Rowan County,37159,52.2
"NC, Rutherford",2020,North Carolina,NC,Rutherford County,37161,47.3
"NC, Sampson",2020,North Carolina,NC,Sampson County,37163,33.5
"NC, Scotland",2020,North Carolina,NC,Scotland County,37165,96.2
"NC, Stanly",2020,North Carolina,NC,Stanly County,37167,35.7
"NC, Stokes",2020,North Carolina,NC,Stokes County,37169,32.1
"NC, Surry",2020,North Carolina,NC,Surry County,37171,69.6
"NC, Swain",2020,North Carolina,NC,Swain County,37173,97.5
"NC, Transylvania",2020,North Carolina,NC,Transylvania County,37175,41.6
"NC, Tyrrell",2020,North Carolina,NC,Tyrrell County,37177,10.4
"NC, Union",2020,North Carolina,NC,Union County,37179,23.4
"NC, Vance",2020,North Carolina,NC,Vance County,37181,46
"NC, Wake",2020,North Carolina,NC,Wake County,37183,37.4
"NC, Warren",2020,North Carolina,NC,Warren County,37185,2.7
"NC, Washington",2020,North Carolina,NC,Washington County,37187,30.5
"NC, Watauga",2020,North Carolina,NC,Watauga County,37189,57.1
"NC, Wayne",2020,North Carolina,NC,Wayne County,37191,43.1
"NC, Wilkes",2020,North Carolina,NC,Wilkes County,37193,37.6
"NC, Wilson",2020,North Carolina,NC,Wilson County,37195,34.4
"NC, Yadkin",2020,North Carolina,NC,Yadkin County,37197,20
"NC, Yancey",2020,North Carolina,NC,Yancey County,37199,28.1
"ND, Adams",2020,North Dakota,ND,Adams County,38001,98.9
"ND, Barnes",2020,North Dakota,ND,Barnes County,38003,33.3
"ND, Benson",2020,North Dakota,ND,Benson County,38005,2
"ND, Billings",2020,North Dakota,ND,Billings County,38007,Data unavailable
"ND, Bottineau",2020,North Dakota,ND,Bottineau County,38009,16.7
"ND, Bowman",2020,North Dakota,ND,Bowman County,38011,12.9
"ND, Burke",2020,North Dakota,ND,Burke County,38013,1.1
"ND, Burleigh",2020,North Dakota,ND,Burleigh County,38015,61.4
"ND, Cass",2020,North Dakota,ND,Cass County,38017,35.8
"ND, Cavalier",2020,North Dakota,ND,Cavalier County,38019,31.1
"ND, Dickey",2020,North Dakota,ND,Dickey County,38021,30.5
"ND, Divide",2020,North Dakota,ND,Divide County,38023,4
"ND, Dunn",2020,North Dakota,ND,Dunn County,38025,1.4
"ND, Eddy",2020,North Dakota,ND,Eddy County,38027,0.2
"ND, Emmons",2020,North Dakota,ND,Emmons County,38029,36.3
"ND, Foster",2020,North Dakota,ND,Foster County,38031,74
"ND, Golden Valley",2020,North Dakota,ND,Golden Valley County,38033,6.2
"ND, Grand Forks",2020,North Dakota,ND,Grand Forks County,38035,53.5
"ND, Grant",2020,North Dakota,ND,Grant County,38037,5.9
"ND, Griggs",2020,North Dakota,ND,Griggs County,38039,8.2
"ND, Hettinger",2020,North Dakota,ND,Hettinger County,38041,1.4
"ND, Kidder",2020,North Dakota,ND,Kidder County,38043,18.9
"ND, La Moure",2020,North Dakota,ND,LaMoure County,38045,7.3
"ND, Logan",2020,North Dakota,ND,Logan County,38047,Data unavailable
"ND, Mchenry",2020,North Dakota,ND,McHenry County,38049,6.2
"ND, Mcintosh",2020,North Dakota,ND,McIntosh County,38051,19.5
"ND, Mckenzie",2020,North Dakota,ND,McKenzie County,38053,12.4
"ND, Mclean",2020,North Dakota,ND,McLean County,38055,21.8
"ND, Mercer",2020,North Dakota,ND,Mercer County,38057,31.8
"ND, Morton",2020,North Dakota,ND,Morton County,38059,10.4
"ND, Mountrail",2020,North Dakota,ND,Mountrail County,38061,2.4
"ND, Nelson",2020,North Dakota,ND,Nelson County,38063,4.9
"ND, Oliver",2020,North Dakota,ND,Oliver County,38065,0.1
"ND, Pembina",2020,North Dakota,ND,Pembina County,38067,38.1
"ND, Pierce",2020,North Dakota,ND,Pierce County,38069,42.6
"ND, Ramsey",2020,North Dakota,ND,Ramsey County,38071,62.9
"ND, Ransom",2020,North Dakota,ND,Ransom County,38073,22.8
"ND, Renville",2020,North Dakota,ND,Renville County,38075,Data unavailable
"ND, Richland",2020,North Dakota,ND,Richland County,38077,22.5
"ND, Rolette",2020,North Dakota,ND,Rolette County,38079,3.8
"ND, Sargent",2020,North Dakota,ND,Sargent County,38081,1.5
"ND, Sheridan",2020,North Dakota,ND,Sheridan County,38083,3.1
"ND, Sioux",2020,North Dakota,ND,Sioux County,38085,Data unavailable
"ND, Slope",2020,North Dakota,ND,Slope County,38087,Data unavailable
"ND, Stark",2020,North Dakota,ND,Stark County,38089,38.7
"ND, Steele",2020,North Dakota,ND,Steele County,38091,Data unavailable
"ND, Stutsman",2020,North Dakota,ND,Stutsman County,38093,31.1
"ND, Towner",2020,North Dakota,ND,Towner County,38095,13.7
"ND, Traill",2020,North Dakota,ND,Traill County,38097,11
"ND, Walsh",2020,North Dakota,ND,Walsh County,38099,14.3
"ND, Ward",2020,North Dakota,ND,Ward County,38101,50.9
"ND, Wells",2020,North Dakota,ND,Wells County,38103,47.9
"ND, Williams",2020,North Dakota,ND,Williams County,38105,29.6
"NE, Adams",2020,Nebraska,NE,Adams County,31001,48.3
"NE, Antelope",2020,Nebraska,NE,Antelope County,31003,40.5
"NE, Arthur",2020,Nebraska,NE,Arthur County,31005,Data unavailable
"NE, Banner",2020,Nebraska,NE,Banner County,31007,Data unavailable
"NE, Blaine",2020,Nebraska,NE,Blaine County,31009,Data unavailable
"NE, Boone",2020,Nebraska,NE,Boone County,31011,12.9
"NE, Box Butte",2020,Nebraska,NE,Box Butte County,31013,63.7
"NE, Boyd",2020,Nebraska,NE,Boyd County,31015,34.9
"NE, Brown",2020,Nebraska,NE,Brown County,31017,7.3
"NE, Buffalo",2020,Nebraska,NE,Buffalo County,31019,73.6
"NE, Burt",2020,Nebraska,NE,Burt County,31021,18.1
"NE, Butler",2020,Nebraska,NE,Butler County,31023,39.9
"NE, Cass",2020,Nebraska,NE,Cass County,31025,9.4
"NE, Cedar",2020,Nebraska,NE,Cedar County,31027,15
"NE, Chase",2020,Nebraska,NE,Chase County,31029,70.1
"NE, Cherry",2020,Nebraska,NE,Cherry County,31031,20
"NE, Cheyenne",2020,Nebraska,NE,Cheyenne County,31033,29.6
"NE, Clay",2020,Nebraska,NE,Clay County,31035,1.5
"NE, Colfax",2020,Nebraska,NE,Colfax County,31037,10.4
"NE, Cuming",2020,Nebraska,NE,Cuming County,31039,9.7
"NE, Custer",2020,Nebraska,NE,Custer County,31041,44.2
"NE, Dakota",2020,Nebraska,NE,Dakota County,31043,19.9
"NE, Dawes",2020,Nebraska,NE,Dawes County,31045,36.8
"NE, Dawson",2020,Nebraska,NE,Dawson County,31047,24.5
"NE, Deuel",2020,Nebraska,NE,Deuel County,31049,2.1
"NE, Dixon",2020,Nebraska,NE,Dixon County,31051,8.1
"NE, Dodge",2020,Nebraska,NE,Dodge County,31053,42.1
"NE, Douglas",2020,Nebraska,NE,Douglas County,31055,63.3
"NE, Dundy",2020,Nebraska,NE,Dundy County,31057,31.2
"NE, Fillmore",2020,Nebraska,NE,Fillmore County,31059,19.8
"NE, Franklin",2020,Nebraska,NE,Franklin County,31061,82
"NE, Frontier",2020,Nebraska,NE,Frontier County,31063,5.2
"NE, Furnas",2020,Nebraska,NE,Furnas County,31065,31.8
"NE, Gage",2020,Nebraska,NE,Gage County,31067,25.4
"NE, Garden",2020,Nebraska,NE,Garden County,31069,29.6
"NE, Garfield",2020,Nebraska,NE,Garfield County,31071,81.2
"NE, Gosper",2020,Nebraska,NE,Gosper County,31073,Data unavailable
"NE, Grant",2020,Nebraska,NE,Grant County,31075,Data unavailable
"NE, Greeley",2020,Nebraska,NE,Greeley County,31077,Data unavailable
"NE, Hall",2020,Nebraska,NE,Hall County,31079,63.1
"NE, Hamilton",2020,Nebraska,NE,Hamilton County,31081,56.9
"NE, Harlan",2020,Nebraska,NE,Harlan County,31083,38.2
"NE, Hayes",2020,Nebraska,NE,Hayes County,31085,2.4
"NE, Hitchcock",2020,Nebraska,NE,Hitchcock County,31087,18.4
"NE, Holt",2020,Nebraska,NE,Holt County,31089,48.1
"NE, Hooker",2020,Nebraska,NE,Hooker County,31091,13.4
"NE, Howard",2020,Nebraska,NE,Howard County,31093,36
"NE, Jefferson",2020,Nebraska,NE,Jefferson County,31095,43.5
"NE, Johnson",2020,Nebraska,NE,Johnson County,31097,48.7
"NE, Kearney",2020,Nebraska,NE,Kearney County,31099,28.2
"NE, Keith",2020,Nebraska,NE,Keith County,31101,45.4
"NE, Keya Paha",2020,Nebraska,NE,Keya Paha County,31103,Data unavailable
"NE, Kimball",2020,Nebraska,NE,Kimball County,31105,36.8
"NE, Knox",2020,Nebraska,NE,Knox County,31107,28.1
"NE, Lancaster",2020,Nebraska,NE,Lancaster County,31109,47.4
"NE, Lincoln",2020,Nebraska,NE,Lincoln County,31111,76.8
"NE, Logan",2020,Nebraska,NE,Logan County,31113,Data unavailable
"NE, Loup",2020,Nebraska,NE,Loup County,31115,Data unavailable
"NE, Madison",2020,Nebraska,NE,Madison County,31119,91.2
"NE, Mcpherson",2020,Nebraska,NE,McPherson County,31117,Data unavailable
"NE, Merrick",2020,Nebraska,NE,Merrick County,31121,39.8
"NE, Morrill",2020,Nebraska,NE,Morrill County,31123,12.5
"NE, Nance",2020,Nebraska,NE,Nance County,31125,4.6
"NE, Nemaha",2020,Nebraska,NE,Nemaha County,31127,77.5
"NE, Nuckolls",2020,Nebraska,NE,Nuckolls County,31129,7.5
"NE, Otoe",2020,Nebraska,NE,Otoe County,31131,38.2
"NE, Pawnee",2020,Nebraska,NE,Pawnee County,31133,39.3
"NE, Perkins",2020,Nebraska,NE,Perkins County,31135,87.1
"NE, Phelps",2020,Nebraska,NE,Phelps County,31137,90
"NE, Pierce",2020,Nebraska,NE,Pierce County,31139,42.1
"NE, Platte",2020,Nebraska,NE,Platte County,31141,26.2
"NE, Polk",2020,Nebraska,NE,Polk County,31143,8.7
"NE, Red Willow",2020,Nebraska,NE,Red Willow County,31145,45.1
"NE, Richardson",2020,Nebraska,NE,Richardson County,31147,16.6
"NE, Rock",2020,Nebraska,NE,Rock County,31149,11.1
"NE, Saline",2020,Nebraska,NE,Saline County,31151,25
"NE, Sarpy",2020,Nebraska,NE,Sarpy County,31153,26.4
"NE, Saunders",2020,Nebraska,NE,Saunders County,31155,18.9
"NE, Scotts Bluff",2020,Nebraska,NE,Scotts Bluff County,31157,73.7
"NE, Seward",2020,Nebraska,NE,Seward County,31159,26.8
"NE, Sheridan",2020,Nebraska,NE,Sheridan County,31161,4.9
"NE, Sherman",2020,Nebraska,NE,Sherman County,31163,3.5
"NE, Sioux",2020,Nebraska,NE,Sioux County,31165,Data unavailable
"NE, Stanton",2020,Nebraska,NE,Stanton County,31167,Data unavailable
"NE, Thayer",2020,Nebraska,NE,Thayer County,31169,8.4
"NE, Thomas",2020,Nebraska,NE,Thomas County,31171,2.5
"NE, Thurston",2020,Nebraska,NE,Thurston County,31173,23.7
"NE, Valley",2020,Nebraska,NE,Valley County,31175,76
"NE, Washington",2020,Nebraska,NE,Washington County,31177,14.6
"NE, Wayne",2020,Nebraska,NE,Wayne County,31179,32.5
"NE, Webster",2020,Nebraska,NE,Webster County,31181,2.1
"NE, Wheeler",2020,Nebraska,NE,Wheeler County,31183,Data unavailable
"NE, York",2020,Nebraska,NE,York County,31185,55.9
"NH, Belknap",2020,New Hampshire,NH,Belknap County,33001,24.7
"NH, Carroll",2020,New Hampshire,NH,Carroll County,33003,50.5
"NH, Cheshire",2020,New Hampshire,NH,Cheshire County,33005,26.7
"NH, Coos",2020,New Hampshire,NH,Coos County,33007,41.9
"NH, Grafton",2020,New Hampshire,NH,Grafton County,33009,55.7
"NH, Hillsborough",2020,New Hampshire,NH,Hillsborough County,33011,32.1
"NH, Merrimack",2020,New Hampshire,NH,Merrimack County,33013,46.5
"NH, Rockingham",2020,New Hampshire,NH,Rockingham County,33015,27.6
"NH, Strafford",2020,New Hampshire,NH,Strafford County,33017,41.2
"NH, Sullivan",2020,New Hampshire,NH,Sullivan County,33019,22.6
"NJ, Atlantic",2020,New Jersey,NJ,Atlantic County,34001,51.8
"NJ, Bergen",2020,New Jersey,NJ,Bergen County,34003,26.6
"NJ, Burlington",2020,New Jersey,NJ,Burlington County,34005,52.7
"NJ, Camden",2020,New Jersey,NJ,Camden County,34007,59.5
"NJ, Cape May",2020,New Jersey,NJ,Cape May County,34009,25.7
"NJ, Cumberland",2020,New Jersey,NJ,Cumberland County,34011,35.2
"NJ, Essex",2020,New Jersey,NJ,Essex County,34013,28.2
"NJ, Gloucester",2020,New Jersey,NJ,Gloucester County,34015,35
"NJ, Hudson",2020,New Jersey,NJ,Hudson County,34017,17.6
"NJ, Hunterdon",2020,New Jersey,NJ,Hunterdon County,34019,19.8
"NJ, Mercer",2020,New Jersey,NJ,Mercer County,34021,32.3
"NJ, Middlesex",2020,New Jersey,NJ,Middlesex County,34023,26.5
"NJ, Monmouth",2020,New Jersey,NJ,Monmouth County,34025,37.3
"NJ, Morris",2020,New Jersey,NJ,Morris County,34027,31.4
"NJ, Ocean",2020,New Jersey,NJ,Ocean County,34029,19.5
"NJ, Passaic",2020,New Jersey,NJ,Passaic County,34031,27.3
"NJ, Salem",2020,New Jersey,NJ,Salem County,34033,23.1
"NJ, Somerset",2020,New Jersey,NJ,Somerset County,34035,21
"NJ, Sussex",2020,New Jersey,NJ,Sussex County,34037,23.2
"NJ, Union",2020,New Jersey,NJ,Union County,34039,22.9
"NJ, Warren",2020,New Jersey,NJ,Warren County,34041,28.8
"NM, Bernalillo",2020,New Mexico,NM,Bernalillo County,35001,52.5
"NM, Catron",2020,New Mexico,NM,Catron County,35003,13.5
"NM, Chaves",2020,New Mexico,NM,Chaves County,35005,49.7
"NM, Cibola",2020,New Mexico,NM,Cibola County,35006,13.8
"NM, Colfax",2020,New Mexico,NM,Colfax County,35007,72.4
"NM, Curry",2020,New Mexico,NM,Curry County,35009,19.8
"NM, De Baca",2020,New Mexico,NM,De Baca County,35011,5.3
"NM, Dona Ana",2020,New Mexico,NM,Doña Ana County,35013,34.3
"NM, Eddy",2020,New Mexico,NM,Eddy County,35015,74.2
"NM, Grant",2020,New Mexico,NM,Grant County,35017,38.4
"NM, Guadalupe",2020,New Mexico,NM,Guadalupe County,35019,104.2
"NM, Harding",2020,New Mexico,NM,Harding County,35021,31.2
"NM, Hidalgo",2020,New Mexico,NM,Hidalgo County,35023,14
"NM, Lea",2020,New Mexico,NM,Lea County,35025,33.8
"NM, Lincoln",2020,New Mexico,NM,Lincoln County,35027,27.6
"NM, Los Alamos",2020,New Mexico,NM,Los Alamos County,35028,35.9
"NM, Luna",2020,New Mexico,NM,Luna County,35029,42.2
"NM, Mckinley",2020,New Mexico,NM,McKinley County,35031,12.7
"NM, Mora",2020,New Mexico,NM,Mora County,35033,2.1
"NM, Otero",2020,New Mexico,NM,Otero County,35035,33.2
